0	:invoke	:broadcast	0
0	:ok	:broadcast	0
1	:invoke	:read	nil
1	:ok	:read	[0]
2	:invoke	:broadcast	1
2	:ok	:broadcast	1
3	:invoke	:read	nil
3	:ok	:read	[0 1]
4	:invoke	:broadcast	2
4	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3]
1	:invoke	:read	nil
2	:invoke	:broadcast	4
1	:ok	:read	[0 1 2 3]
2	:ok	:broadcast	4
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4]
1	:invoke	:broadcast	5
1	:ok	:broadcast	5
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5]
3	:invoke	:broadcast	6
3	:ok	:broadcast	6
4	:invoke	:broadcast	7
4	:ok	:broadcast	7
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8]
1	:invoke	:broadcast	9
1	:ok	:broadcast	9
2	:invoke	:broadcast	10
2	:ok	:broadcast	10
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10]
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11]
4	:invoke	:broadcast	12
4	:ok	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
1	:invoke	:broadcast	15
1	:ok	:broadcast	15
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15]
3	:invoke	:broadcast	16
3	:ok	:broadcast	16
4	:invoke	:broadcast	17
4	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17]
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17]
3	:invoke	:broadcast	18
3	:ok	:broadcast	18
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18]
2	:invoke	:broadcast	19
2	:ok	:broadcast	19
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19]
4	:invoke	:broadcast	20
4	:ok	:broadcast	20
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20]
1	:invoke	:broadcast	21
1	:ok	:broadcast	21
2	:invoke	:broadcast	22
2	:ok	:broadcast	22
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
1	:invoke	:broadcast	24
1	:ok	:broadcast	24
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24]
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24]
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25]
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25]
3	:invoke	:broadcast	26
3	:ok	:broadcast	26
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26]
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26]
3	:invoke	:broadcast	27
3	:ok	:broadcast	27
4	:invoke	:broadcast	28
4	:ok	:broadcast	28
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28]
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28]
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28]
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28]
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30]
2	:invoke	:broadcast	31
2	:ok	:broadcast	31
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31]
4	:invoke	:read	nil
4	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31]
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
1	:invoke	:read	nil
1	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33]
2	:invoke	:read	nil
2	:ok	:read	[0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33]
3	:invoke	:broadcast	34
3	:ok	:broadcast	34
4	:invoke	:broadcast	35
4	:ok	:broadcast	35
0	:invoke	:read	nil
