:nemesis	:info	:start-partition	:one
1	:invoke	:read	nil
:nemesis	:info	:start-partition	[:isolated {"n1" #{"n2" "n4" "n0" "n3"}, "n2" #{"n1"}, "n4" #{"n1"}, "n0" #{"n1"}, "n3" #{"n1"}}]
1	:ok	:read	nil
2	:invoke	:read	nil
2	:ok	:read	nil
3	:invoke	:read	nil
3	:ok	:read	nil
4	:invoke	:broadcast	0
4	:ok	:broadcast	0
0	:invoke	:read	nil
0	:ok	:read	[0]
0	:invoke	:read	nil
0	:ok	:read	[0]
1	:invoke	:broadcast	1
1	:ok	:broadcast	1
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
3	:invoke	:broadcast	3
3	:ok	:broadcast	3
4	:invoke	:read	nil
4	:ok	:read	[0 3]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:read	nil
0	:ok	:read	[0 3 4]
1	:invoke	:broadcast	5
1	:ok	:broadcast	5
2	:invoke	:read	nil
2	:ok	:read	[2]
3	:invoke	:broadcast	6
3	:ok	:broadcast	6
4	:invoke	:read	nil
4	:ok	:read	[0 3 4 6]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7]
1	:invoke	:broadcast	8
1	:ok	:broadcast	8
2	:invoke	:read	nil
2	:ok	:read	[2]
3	:invoke	:read	nil
3	:ok	:read	[0 3 4 6 7]
4	:invoke	:broadcast	9
4	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9]
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9]
1	:invoke	:broadcast	10
1	:ok	:broadcast	10
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
3	:invoke	:read	nil
3	:ok	:read	[0 3 4 6 7 9]
4	:invoke	:broadcast	12
0	:invoke	:read	nil
4	:ok	:broadcast	12
0	:ok	:read	[0 3 4 6 7 9]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
1	:invoke	:broadcast	14
1	:ok	:broadcast	14
2	:invoke	:read	nil
2	:ok	:read	[2 11]
3	:invoke	:broadcast	15
3	:ok	:broadcast	15
4	:invoke	:broadcast	16
4	:ok	:broadcast	16
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9 12 13 15 16]
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9 12 13 15 16]
1	:invoke	:read	nil
1	:ok	:read	[1 5 8 10 14]
2	:invoke	:read	nil
2	:ok	:read	[2 11]
3	:invoke	:read	nil
4	:invoke	:broadcast	17
3	:ok	:read	[0 3 4 6 7 9 12 13 15 16]
4	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9 12 13 15 16 17]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
1	:invoke	:broadcast	19
1	:ok	:broadcast	19
2	:invoke	:broadcast	20
2	:ok	:broadcast	20
3	:invoke	:broadcast	21
3	:ok	:broadcast	21
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
1	:invoke	:broadcast	24
1	:ok	:broadcast	24
2	:invoke	:read	nil
2	:ok	:read	[2 11 20 15 22 1 16 23 7 12 24 3 8 13 4 17]
3	:invoke	:broadcast	25
3	:ok	:broadcast	25
4	:invoke	:broadcast	26
4	:ok	:broadcast	26
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9 12 13 15 16 17 18 21 22 11 1 23 2 24 8 25 5 26 14 19]
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
1	:invoke	:broadcast	28
1	:ok	:broadcast	28
2	:invoke	:broadcast	29
2	:ok	:broadcast	29
3	:invoke	:read	nil
3	:ok	:read	[0 3 4 6 7 9 12 13 15 16 17 18 21 22 11 1 23 2 24 8 25 5 26 14 19 20 27 10 28 29]
4	:invoke	:read	nil
4	:ok	:read	[0 3 4 6 7 9 12 13 15 16 17 18 21 22 11 1 23 2 24 8 25 5 26 14 19 20 27 10 28 29]
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 7 9 12 13 15 16 17 18 21 22 11 1 23 2 24 8 25 5 26 14 19 20 27 10 28 29]
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
1	:invoke	:broadcast	31
1	:ok	:broadcast	31
2	:invoke	:read	nil
2	:ok	:read	[2 11 20 15 22 1 16 23 7 12 24 3 8 13 4 17 25 5 9 26 0 14 18 19 6 21 27 10 28 29 30 31]
3	:invoke	:broadcast	32
3	:ok	:broadcast	32
4	:invoke	:read	nil
